sim,year,species_code,ess,value,region
18,2013,10262,ess_f,43.80122212045539,E
18,2015,10262,ess_f,0,E
18,2017,10262,ess_f,60.85111598402653,E
18,2019,10262,ess_f,29.062101447780158,E
18,2005,10262,ess_m,0.70884732141877,E
18,2009,10262,ess_m,NA,E
18,2011,10261,ess_m,NA,E
18,2013,10262,ess_m,46.52237686535214,E
18,2015,10262,ess_m,NA,E
18,2017,10262,ess_m,61.71286207073652,E
18,2019,10262,ess_m,12.501252002755212,E
18,2005,10262,ess_t,50.213678524761406,E
18,2009,10262,ess_t,27.387092946458832,E
18,2011,10261,ess_t,20.999798297385897,E
18,2013,10262,ess_t,44.747458595135576,E
18,2015,10262,ess_t,0,E
18,2017,10262,ess_t,94.83836925898919,E
18,2019,10262,ess_t,44.565394034406346,E
19,2005,10262,ess_f,11.08680531886004,E
19,2011,10261,ess_f,649.999999999997,E
19,2013,10262,ess_f,18.221436944311005,E
19,2015,10262,ess_f,7.2374810866079216,E
19,2017,10262,ess_f,42.89739886664461,E
19,2019,10262,ess_f,3.367571731822039,E
19,2005,10262,ess_m,NA,E
19,2011,10261,ess_m,NA,E
19,2013,10262,ess_m,24.34446172135268,E
19,2015,10262,ess_m,2062.7455128405963,E
19,2017,10262,ess_m,17.230706209278136,E
19,2019,10262,ess_m,45.36925176406246,E
19,2005,10262,ess_t,10.584019834487027,E
19,2011,10261,ess_t,649.999999999997,E
19,2013,10262,ess_t,79.3864421756331,E
19,2015,10262,ess_t,8.26642180495295,E
19,2017,10262,ess_t,91.49373904898123,E
19,2019,10262,ess_t,17.463900532775693,E
20,2005,10262,ess_f,43.85094580576442,E
20,2009,10262,ess_f,779.5881246056648,E
20,2013,10262,ess_f,87.01628851147885,E
20,2015,10262,ess_f,84.19886117018494,E
20,2017,10262,ess_f,16.182204604633483,E
20,2019,10262,ess_f,20.161251045080025,E
20,2005,10262,ess_m,36.99513293103532,E
20,2009,10262,ess_m,NA,E
20,2013,10262,ess_m,63.2677221523762,E
20,2015,10262,ess_m,7.34845105517139,E
20,2017,10262,ess_m,9.258666026012497,E
20,2019,10262,ess_m,2.8247554440104303,E
20,2005,10262,ess_t,54.52909507317808,E
20,2009,10262,ess_t,94.18818314791316,E
20,2013,10262,ess_t,155.41621367649057,E
20,2015,10262,ess_t,124.39624539761002,E
20,2017,10262,ess_t,20.88777133211125,E
20,2019,10262,ess_t,15.907897265342978,E
21,2005,10262,ess_f,116.16242759759871,E
21,2011,10261,ess_f,374.9999999999993,E
21,2013,10262,ess_f,7.949399923909364,E
21,2015,10262,ess_f,54.95722771597598,E
21,2017,10262,ess_f,46.540289815903755,E
21,2019,10262,ess_f,165.52699701164605,E
21,2005,10262,ess_m,124.81348071351255,E
21,2011,10261,ess_m,NA,E
21,2013,10262,ess_m,7.01423804356239,E
21,2015,10262,ess_m,18196.49362194199,E
21,2017,10262,ess_m,166.26556631175993,E
21,2019,10262,ess_m,4.655412233030856,E
21,2005,10262,ess_t,193.78659531979724,E
21,2011,10261,ess_t,374.9999999999993,E
21,2013,10262,ess_t,9.395681371321052,E
21,2015,10262,ess_t,51.423300580563634,E
21,2017,10262,ess_t,80.5460345231545,E
21,2019,10262,ess_t,44.28989684339169,E
22,2005,10262,ess_f,14.880377140013561,E
22,2009,10262,ess_f,5.814632094803011,E
22,2013,10262,ess_f,9.469303490885453,E
22,2017,10262,ess_f,42.8031544532508,E
22,2019,10262,ess_f,1.1855186630373025,E
22,2005,10262,ess_m,53.60342896304019,E
22,2009,10262,ess_m,NA,E
22,2013,10262,ess_m,4.53339105089325,E
22,2017,10262,ess_m,16.356722767848545,E
22,2019,10262,ess_m,137.29412778322967,E
22,2005,10262,ess_t,38.09097791551333,E
22,2009,10262,ess_t,2.005224408876309,E
22,2013,10262,ess_t,13.155542768297536,E
22,2017,10262,ess_t,35.671118027994886,E
22,2019,10262,ess_t,7.998100153568321,E
23,2005,10262,ess_f,12.909864581945245,E
23,2011,10261,ess_f,4.000082686589805,E
23,2015,10262,ess_f,0,E
23,2017,10262,ess_f,13.914175972596576,E
23,2019,10262,ess_f,6.9909694868143415,E
23,2005,10262,ess_m,0.050023449876668874,E
23,2011,10261,ess_m,NA,E
23,2015,10262,ess_m,NA,E
23,2017,10262,ess_m,14.88018145428151,E
23,2019,10262,ess_m,78.64665747142132,E
23,2005,10262,ess_t,20.938339760709525,E
23,2011,10261,ess_t,4.000082686589805,E
23,2015,10262,ess_t,0,E
23,2017,10262,ess_t,16.347663443833067,E
23,2019,10262,ess_t,24.079815536278513,E
24,2005,10262,ess_f,98.3012212567125,E
24,2009,10262,ess_f,4.370843992643087,E
24,2013,10262,ess_f,9.683582857524154,E
24,2017,10262,ess_f,16.629744422385198,E
24,2019,10262,ess_f,43.88891121116906,E
24,2005,10262,ess_m,462.90759307816757,E
24,2009,10262,ess_m,NA,E
24,2013,10262,ess_m,7.1212000011548655,E
24,2017,10262,ess_m,8.718643848331245,E
24,2019,10262,ess_m,100.189745360542,E
24,2005,10262,ess_t,255.24026012875774,E
24,2009,10262,ess_t,6.928435529925572,E
24,2013,10262,ess_t,12.959663657146029,E
24,2017,10262,ess_t,14.479543370334703,E
24,2019,10262,ess_t,92.56402096961513,E
25,2005,10262,ess_f,94.0375232655475,E
25,2009,10262,ess_f,59.64489685852496,E
25,2011,10261,ess_f,0,E
25,2013,10262,ess_f,60.83148407844007,E
25,2015,10262,ess_f,89.10642090762315,E
25,2017,10262,ess_f,107.01776409291918,E
25,2019,10262,ess_f,0,E
25,2005,10262,ess_m,677.6830772913034,E
25,2009,10262,ess_m,NA,E
25,2011,10261,ess_m,NA,E
25,2013,10262,ess_m,18.496330591237047,E
25,2015,10262,ess_m,52.778667283869105,E
25,2017,10262,ess_m,9.74747228710675,E
25,2019,10262,ess_m,0,E
25,2005,10262,ess_t,226.77540446457033,E
25,2009,10262,ess_t,14.63682757964871,E
25,2011,10261,ess_t,0,E
25,2013,10262,ess_t,51.105397174152486,E
25,2015,10262,ess_t,78.26608804667505,E
25,2017,10262,ess_t,74.92227429666083,E
25,2019,10262,ess_t,0.3151985265424913,E
26,2005,10262,ess_f,1.6432044462718935,E
26,2009,10262,ess_f,42.40973665461015,E
26,2013,10262,ess_f,199.28748127402335,E
26,2015,10262,ess_f,11.062202543526586,E
26,2017,10262,ess_f,25.253609604206673,E
26,2019,10262,ess_f,2.9709839066152908,E
26,2005,10262,ess_m,NA,E
26,2009,10262,ess_m,NA,E
26,2013,10262,ess_m,175.40534487688367,E
26,2015,10262,ess_m,8.77454942439759,E
26,2017,10262,ess_m,10.375906252551005,E
26,2019,10262,ess_m,6.488109743415181,E
26,2005,10262,ess_t,1.2963571045460904,E
26,2009,10262,ess_t,5.60461360811088,E
26,2013,10262,ess_t,295.4990775039158,E
26,2015,10262,ess_t,13.539464445090342,E
26,2017,10262,ess_t,24.254829398773584,E
26,2019,10262,ess_t,5.331168521384765,E
27,2005,10262,ess_f,7.569615737274151,E
27,2013,10262,ess_f,34.19230737385682,E
