year,age,species_code,males,females,unsexed,region
2011,22,10261,15920,91677.42857142857,0,W
2011,22,10262,0,619273.6666666666,0,W
2011,23,10262,0,23663,0,W
2011,24,10261,0,17370,0,W
2011,24,10262,0,77901,0,W
2011,25,10262,0,421704,0,W
2011,28,10262,0,242712.66666666666,0,W
2013,3,10261,962538.25,1381925.5833333333,0,W
2013,3,10262,0,70832,0,W
2013,4,10261,1767016.05,643474.8333333334,0,W
2013,4,10262,397224,578852.8333333334,0,W
2013,5,10261,1748073.2333333334,3767442.2,0,W
2013,5,10262,1197549.9166666667,767304,0,W
2013,6,10261,4901717.483333333,4102171.533333333,0,W
2013,6,10262,741991.5833333333,1180017.8333333333,0,W
2013,7,10261,3142742.65,3972180.25,0,W
2013,7,10262,826940.75,1482590.4333333333,0,W
2013,8,10261,9024013.466666667,6311877.95,0,W
2013,8,10262,1951108.25,5144740.7,0,W
2013,9,10261,10043740.4,5637385.816666666,0,W
2013,9,10262,4170311.75,4621856.7,0,W
2013,10,10261,5558763.4,3780054.25,0,W
2013,10,10262,4405724,7900159.75,0,W
2013,11,10261,2912522.9166666665,2821828.4166666665,0,W
2013,11,10262,2572770,10370607.7,0,W
2013,12,10261,7068270.15,1668078.6,0,W
2013,12,10262,2746081.333333333,2156560,0,W
2013,13,10261,2098181.75,5381231.333333333,0,W
2013,13,10262,430236.5,1185377.75,0,W
2013,14,10261,862500.25,10373408.05,0,W
2013,14,10262,1317771.6666666665,3247149.55,0,W
2013,15,10261,1034806.75,2197683.3333333335,0,W
2013,15,10262,674796.25,2028847.4500000002,0,W
2013,16,10261,255064.75,799280.3500000001,0,W
2013,16,10262,1365020.25,6590093.55,0,W
2013,17,10261,0,1093746.5,0,W
2013,17,10262,62401.33333333333,932605.8333333333,0,W
2013,18,10261,50605,569949.75,0,W
2013,18,10262,62401.33333333333,2482145.7,0,W
2013,19,10261,458825.5,2543415.75,0,W
2013,19,10262,944908.3333333333,1155015.5,0,W
2013,20,10261,0,80363.75,0,W
2013,20,10262,0,2884455.1333333333,0,W
2013,21,10262,210217.5,1837489.5,0,W
2013,22,10261,0,85075.75,0,W
2013,22,10262,1001514.25,186603.3333333333,0,W
2013,23,10262,0,373001.25,0,W
2013,24,10262,0,82070.5,0,W
2013,25,10261,25652,0,0,W
2013,25,10262,0,565731,0,W
2015,2,10261,136285.16666666666,575393.5,0,W
2015,2,10262,60240,29125,0,W
2015,3,10261,5844946.966666667,8758694.583333334,0,W
2015,3,10262,466456,351669,0,W
2015,4,10261,6829110.2,7020024.733333333,0,W
2015,4,10262,385282.8333333333,423899.5,0,W
2015,5,10261,6032025.3,4349293.683333334,0,W
2015,5,10262,3178566.716666667,3480863.75,0,W
2015,6,10261,1599969.8333333333,2473922.5,0,W
2015,6,10262,4126010.1166666667,2970042.033333333,0,W
2015,7,10261,3360178.8,1554421.8928571427,0,W
2015,7,10262,662161.65,1342448.9833333334,0,W
2015,8,10261,3103676.6,752494.5,0,W
2015,8,10262,1728032.15,7887919.633333333,0,W
2015,9,10261,2287907.6666666665,2276250.026190476,0,W
2015,9,10262,861440.5,3405136.45,0,W
2015,10,10261,1480688,5379768.5261904765,0,W
2015,10,10262,1484919.7333333334,1645027.8333333333,0,W
2015,11,10261,1709475.8,3095988.726190476,0,W
2015,11,10262,2906800.9,7575079.566666666,0,W
2015,12,10261,1335649.6666666665,2560351.5595238097,0,W
2015,12,10262,1422833,2773776.6666666665,0,W
2015,13,10261,114360.75,341803.14285714284,0,W
2015,13,10262,386162.4,5272144.166666667,0,W
2015,14,10261,114360.75,2599358.9333333336,0,W
2015,14,10262,3190820.6666666665,3578697.716666667,0,W
2015,15,10261,390189.75,884283.9166666666,0,W
2015,15,10262,166117.5,2747939.25,0,W
2015,16,10261,101783.5,1387038.6428571427,0,W
