sim,year,species_code,ess,value,in_out
15,2016,30060,ess_f,242.0165305449943,in
15,2008,10112,ess_m,820.1951780401082,in
15,2012,10112,ess_m,281.99658148518176,in
15,2016,10112,ess_m,683.1901723444852,in
15,2008,10115,ess_m,359.10040726342845,in
15,2012,10115,ess_m,139.45688050849745,in
15,2016,10115,ess_m,303.22315572637586,in
15,2008,30060,ess_m,483.5554195050821,in
15,2012,30060,ess_m,187.19125110730803,in
15,2016,30060,ess_m,81.71746754549213,in
15,2008,10112,ess_t,1095.6258314641652,in
15,2012,10112,ess_t,1133.9182989269484,in
15,2016,10112,ess_t,1215.1807684795863,in
15,2008,10115,ess_t,476.21523793174043,in
15,2012,10115,ess_t,156.580822283964,in
15,2016,10115,ess_t,572.765053859806,in
15,2008,30060,ess_t,591.6246837468406,in
15,2012,30060,ess_t,280.98119235259315,in
15,2016,30060,ess_t,356.85370171215783,in
16,2008,10112,ess_f,279.90842317382794,in
16,2012,10112,ess_f,543.9564006040798,in
16,2016,10112,ess_f,364.35651737285167,in
16,2008,10115,ess_f,205.8671702621335,in
16,2012,10115,ess_f,329.93596897600275,in
16,2016,10115,ess_f,147.55011306164806,in
16,2008,30060,ess_f,91.26751346063419,in
16,2012,30060,ess_f,135.03098415246012,in
16,2016,30060,ess_f,33.913783829785764,in
16,2008,10112,ess_m,314.7812091227127,in
16,2012,10112,ess_m,320.1197846120349,in
16,2016,10112,ess_m,290.1786834748696,in
16,2008,10115,ess_m,524.1250033512498,in
16,2012,10115,ess_m,302.51455913096964,in
16,2016,10115,ess_m,334.8864198967828,in
16,2008,30060,ess_m,61.45400367774493,in
16,2012,30060,ess_m,190.84872097474852,in
16,2016,30060,ess_m,28.102827883705647,in
16,2008,10112,ess_t,425.13754737340753,in
16,2012,10112,ess_t,758.8278979979618,in
16,2016,10112,ess_t,599.4333107670626,in
16,2008,10115,ess_t,654.1230373630378,in
16,2012,10115,ess_t,490.90154231869707,in
16,2016,10115,ess_t,485.8450247322782,in
16,2008,30060,ess_t,114.66693299250107,in
16,2012,30060,ess_t,308.05160813876506,in
16,2016,30060,ess_t,55.2386620146376,in
17,2008,10112,ess_f,503.48901823609515,in
17,2012,10112,ess_f,632.1942476336625,in
17,2016,10112,ess_f,301.78900929397304,in
17,2008,10115,ess_f,244.0390778987101,in
17,2012,10115,ess_f,328.7438192760556,in
17,2016,10115,ess_f,216.52579090340387,in
17,2008,30060,ess_f,117.57564577287738,in
17,2012,30060,ess_f,107.60130151801687,in
17,2016,30060,ess_f,59.78574125043574,in
17,2008,10112,ess_m,481.9742621644717,in
17,2012,10112,ess_m,292.90845844835917,in
17,2016,10112,ess_m,475.1801167005393,in
17,2008,10115,ess_m,165.02058893618272,in
17,2012,10115,ess_m,244.12108708008995,in
17,2016,10115,ess_m,488.8936864799985,in
17,2008,30060,ess_m,42.50599571168615,in
17,2012,30060,ess_m,394.0990092891174,in
17,2016,30060,ess_m,56.740358381433296,in
17,2008,10112,ess_t,789.9396705902807,in
17,2012,10112,ess_t,616.4010970473814,in
17,2016,10112,ess_t,669.8502144750435,in
17,2008,10115,ess_t,253.8272487275678,in
17,2012,10115,ess_t,500.1849221057677,in
17,2016,10115,ess_t,658.0086046527341,in
17,2008,30060,ess_t,99.95687318421051,in
17,2012,30060,ess_t,328.22985482600546,in
17,2016,30060,ess_t,130.31394995118896,in
18,2008,10112,ess_f,506.11390354892194,in
18,2012,10112,ess_f,582.6698181916075,in
18,2016,10112,ess_f,437.1036077637306,in
18,2008,10115,ess_f,83.1489837344001,in
18,2012,10115,ess_f,312.02226344917733,in
18,2016,10115,ess_f,190.86202055244905,in
18,2008,30060,ess_f,167.09726796715992,in
18,2012,30060,ess_f,107.43553479180699,in
18,2016,30060,ess_f,17.077069986313482,in
18,2008,10112,ess_m,782.9295027490584,in
18,2012,10112,ess_m,318.39048734752936,in
18,2016,10112,ess_m,448.4869530176327,in
18,2008,10115,ess_m,258.7341936897737,in
18,2012,10115,ess_m,653.8245971098611,in
18,2016,10115,ess_m,322.69231079419336,in
18,2008,30060,ess_m,716.9853241388149,in
18,2012,30060,ess_m,170.06940219694374,in
18,2016,30060,ess_m,22.748080458913712,in
18,2008,10112,ess_t,1266.2560436938265,in
18,2012,10112,ess_t,654.1349024463711,in
18,2016,10112,ess_t,812.4949048496295,in
18,2008,10115,ess_t,384.98831810722675,in
18,2012,10115,ess_t,897.4647960703329,in
18,2016,10115,ess_t,517.3641911184405,in
18,2008,30060,ess_t,395.2033975819203,in
18,2012,30060,ess_t,287.370129893064,in
18,2016,30060,ess_t,34.85338108950158,in
19,2008,10112,ess_f,570.179344408343,in
19,2012,10112,ess_f,487.4866130344794,in
19,2016,10112,ess_f,465.85068938979896,in
19,2008,10115,ess_f,135.11483028921535,in
19,2012,10115,ess_f,342.59166665124616,in
19,2016,10115,ess_f,258.11738579804415,in
19,2008,30060,ess_f,161.42182011187796,in
19,2012,30060,ess_f,152.57928731866684,in
19,2016,30060,ess_f,35.59159761894746,in
19,2008,10112,ess_m,506.8599195738205,in
19,2012,10112,ess_m,169.5187419893304,in
19,2016,10112,ess_m,532.2506582305949,in
19,2008,10115,ess_m,456.03206631116154,in
19,2012,10115,ess_m,457.11953399500413,in
19,2016,10115,ess_m,769.7739638884083,in
19,2008,30060,ess_m,53.55940244591848,in
19,2012,30060,ess_m,81.24968889018386,in
19,2016,30060,ess_m,36.41225836731216,in
19,2008,10112,ess_t,1044.4935248932943,in
19,2012,10112,ess_t,469.99395971661744,in
19,2016,10112,ess_t,800.2075728318465,in
19,2008,10115,ess_t,470.2049083708219,in
19,2012,10115,ess_t,666.6860185985014,in
19,2016,10115,ess_t,707.4339443156005,in
19,2008,30060,ess_t,122.78954959183935,in
19,2012,30060,ess_t,265.6568876259276,in
19,2016,30060,ess_t,63.5284005321604,in
20,2008,10112,ess_f,319.6537127647446,in
20,2012,10112,ess_f,227.86850687200263,in
20,2016,10112,ess_f,326.64478460306424,in
20,2008,10115,ess_f,198.421066688431,in
20,2012,10115,ess_f,264.52979805425826,in
20,2016,10115,ess_f,97.9026995745981,in
20,2008,30060,ess_f,87.80177066720935,in
